FID,BID,Latitude,Longitude,BarTyp,IsBarrier,Drop,FRRU,fdy150,fdy300,fdy2000,FACT_AADT,BFW_ft,SalmoMFHU,ShadMFHU,AlBkMFHU,BktMFHU,SalmoP,ShadP,BktP,AleP,BbkP,Cpcty_kW,StrcRD200,StrcRD1000,RsvrVolEst,AlRm5d_skm,fdr150cfs,fdr300cfs,fdr2000cfs,Hazard,ExpPow,ExpCost,RsvrRm_skm,CulvCond,Private,RepDiam_ft,DnCost,area_skm,Qtot_m3,MDIS_m3s_e,NCAP_m3_e,MaxRecurCu,MaxRecurDa,OBJECTID,SiteID,PRIORITY,N_PRIOR,N_CULVCOND,CulvRisk,N_PFLculv,HazEst,DamRisk,OT_RISK,RhP,FLRU,AlRm_5d_sm,Al5Dam,RhHabA,BkTHabA,SalmoHabA,ShadHabA,SLamHabA,EelHabA,wshdIssue,RH_P,ASAL_P,ASHA_P,BKT_P,AE_P,SL_P,Mean_P,overlap,HUC8,HUC12,TOWN,GEOCODE,Lngth_ft,MaxRecurCu_rcp45,CulvRisk_rcp45
3224,23276,44.15608114,-70.5894585,2,0,0,0,0,0,0,3942,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.413307401,0,0,0,0,0,0,0,2132976,8538,3,2,0.625,0,10,0,999,50.3125,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010106,Otisfield,17217,75.11076672,0,0
3225,23277,43.92161247,-70.70105361,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3277,9042,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.63,0.651,0.649,0.63,0.173,0.404,0,0,1060001,10600010109,Sebago,5210,27.992832,0,0
3226,23278,43.92459996,-70.69058962,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3278,9045,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.429,0.469,0.461,0.429,0.063,0.224,0,0,1060001,10600010109,Sebago,5210,27.992832,0,0
3227,23279,43.94709095,-70.70730584,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3279,9033,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.696,0.707,0.708,0.696,0.237,0.478,0,0,1060001,10600010109,Sebago,5210,27.992832,0,0
3228,23280,44.2488577,-70.81028747,2,0,0,0,0,0,0,19,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1143945,8307,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.665,0.681,0.68,0.665,0.212,0.453,0,0,1060001,10600010101,Stoneham,17280,23.993856,0,0
3229,23281,44.24321223,-70.78591012,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3281,9215,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.197,0.236,0.227,0.197,0.012,0.076,0,0,1060001,10600010101,Albany Twp,17802,27.992832,0,0
3230,23282,44.23227939,-70.76555361,2,0,0,0,0,0,0,888,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,42751940,8841,4,2,0.5,0,10,0,999,39.52747637,1,0,0,0,0,0,0,0,0,0,0,0.122,0.154,0.146,0.122,0.005,0.041,0,0,1060001,10600010102,Waterford,17330,27.992832,0,0
3231,23283,44.28837345,-70.84505552,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3283,9471,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010101,Stoneham,17280,27.992832,0,0
3232,23284,44.28363483,-70.84600121,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3284,9196,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.564,0.592,0.588,0.564,0.126,0.338,0,0,1060001,10600010101,Stoneham,17280,27.992832,0,0
3233,23285,44.28368914,-70.83880887,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3285,9194,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010101,Stoneham,17280,27.992832,0,0
3234,23286,44.21923774,-70.64639379,2,0,0,0,0,0,0,3156,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.413307401,0,0,0,0,0,0,0,42760284,8309,4,2,0.625,0,10,0,999,39.52747637,1,0,0,0,0,0,0,0,0,0,0,0.053,0.072,0.067,0.053,0.001,0.01,0,0,1060001,10600010102,Norway,17210,54.98592,0,0
3235,23287,44.27779824,-70.72072067,2,0,0,0,0,0,0,52,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3287,8888,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.446,0.485,0.477,0.446,0.069,0.236,0,0,1060001,10600010102,Albany Twp,17802,27.992832,0,0
3236,23289,44.24859801,-70.73123562,2,0,0,0,0,0,0,52,0.344422834,0,0,0,0,0.999999999,1,1,0.783567259,0.977914597,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,1202.552418,0,0,0,0,0,0,3289,9479,6,1,0.5,0,10,0,999,17.96497637,0.880740928,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010102,Waterford,17330,28.21277568,0,0
3237,23290,44.27766593,-70.72725207,2,1,0,0,0,0,0,52,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,1482.09685,0,999,0,0,0,0,3290,9480,6,1,0.5,1,10,0,999,17.96497637,0.858401439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010102,Albany Twp,17802,34.77109632,0,0
3238,23291,44.26287289,-70.78930912,2,0,0,0,0,0,0,1322,0.344422834,0,0,0,0,1,1,1,0.673527344,0.94977086,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.413307401,2097.009372,0,0,0,0,0,0,2132366,9481,4,2,0.875,0,10,0,999,33.34056703,0.811649102,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010101,Albany Twp,17802,49.19740224,0,0
3239,23292,44.18201404,-70.71504577,2,0,0,0,0,0,0,72,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1145281,8530,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010103,Waterford,17330,21.994368,0,0
3240,23293,44.18437302,-70.74516538,2,0,0,0,0,0,0,41,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3293,8913,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.468,0.505,0.498,0.468,0.078,0.254,0,0,1060001,10600010103,Waterford,17330,27.992832,0,0
3241,23294,44.18568507,-70.74505598,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3294,8813,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.468,0.505,0.498,0.468,0.078,0.254,0,0,1060001,10600010103,Waterford,17330,27.992832,0,0
3242,23295,43.62752465,-70.23407353,2,0,0,0,0,0,0,2322,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3295,8219,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010402,Cape Elizabeth,5040,27.992832,0,0
3243,23296,44.12876025,-70.66168833,2,0,0,0,0,0,0,4276,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.413307401,0,0,0,0,0,0,0,1146096,8498,3,2,0.375,0,10,0,999,58.1875,1,0,0,0,0,0,0,0,0,0,0,0.836,0.819,0.827,0.836,0.424,0.592,0,0,1060001,10600010105,Harrison,5120,101.6839622,0,0
3244,23297,44.28743158,-70.77518378,2,0,0,0,0,0,0,22,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3297,8885,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010101,Albany Twp,17802,34.77109632,0,0
3245,23298,44.24004318,-70.79401086,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3298,8836,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.295,0.339,0.329,0.295,0.028,0.132,0,0,1060001,10600010101,Albany Twp,17802,27.992832,0,0
3246,23299,44.2371973,-70.7879701,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3299,9287,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.295,0.339,0.329,0.295,0.028,0.132,0,0,1060001,10600010101,Albany Twp,17802,27.992832,0,0
3247,23300,44.16919041,-70.70915995,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,3300,9490,7,1,0.5,4,10,0,999,7.1875,0.993056958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010103,Waterford,17330,20.66470848,0,0
3248,23301,44.10536706,-70.77974382,2,0,0,0,0,0,0,10,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3301,8922,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010104,Sweden,17310,27.992832,0,0
3249,23302,44.10716097,-70.77240595,2,0,0,0,0,0,0,10,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1144000,8923,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.668,0.684,0.683,0.668,0.22,0.463,0,0,1060001,10600010104,Sweden,17310,21.994368,0,0
3250,23303,44.12698134,-70.77245355,2,0,0,0,0,0,0,144,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3303,8918,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010104,Sweden,17310,27.992832,0,0
3251,23304,44.13007228,-70.78219231,2,0,0,0,0,0,0,345,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1144001,8525,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.681,0.697,0.696,0.681,0.249,0.498,0,0,1060001,10600010104,Sweden,17310,16.995648,0,0
3252,23305,44.14078754,-70.78797806,2,0,0,0,0,0,0,372,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1145243,8528,5,1,0.5,0,10,0,999,28.75,1,0,0,0,0,0,0,0,0,0,0,0.828,0.82,0.824,0.828,0.49,0.68,0,0,1060001,10600010104,Sweden,17310,22.994112,0,0
3253,23306,44.14123837,-70.78652614,2,0,0,0,0,0,0,372,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1145242,8527,5,1,0.5,0,10,0,999,28.75,1,0,0,0,0,0,0,0,0,0,0,0.849,0.838,0.844,0.849,0.558,0.716,0,0,1060001,10600010104,Sweden,17310,24.9936,0,0
3254,23307,44.138189,-70.74544306,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3307,8824,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.619,0.641,0.638,0.619,0.164,0.392,0,0,1060001,10600010105,Waterford,17330,27.992832,0,0
3255,23308,44.12756966,-70.76591909,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3308,8826,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010104,Sweden,17310,27.992832,0,0
3256,23309,43.95003599,-70.62835976,2,0,0,0,0,0,0,414,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1143645,8869,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.813,0.804,0.809,0.813,0.41,0.613,0,0,1060001,10600010108,Naples,5130,41.32941696,0,0
3257,23310,43.93453263,-70.65694752,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,3310,9491,7,1,0.5,15,10,0,999,7.1875,0.834750383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060001,10600010109,Naples,5130,19.02512832,0,0
3258,23311,43.93210079,-70.66441204,2,1,0,0,0,0,0,0,10.67611215,0,0,0,1468.010648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,4.207837475,1532.572335,2.645034845,1.979848584,0,0,6,0,3311,9036,7,1,0.5,6,9.46,0,999,6.9175,0,0,0,0,0,2445.415947,0,0,2445.415947,2445.415947,0,0,0,0,0,0,0,0,0,1060001,10600010109,Naples,5130,27.992832,4.275229315,4.275229315
3259,23312,43.95616472,-70.64931753,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3312,9031,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.682,0.695,0.695,0.682,0.221,0.461,0,0,1060001,10600010108,Naples,5130,27.992832,0,0
3260,23313,43.96745437,-70.64608588,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3313,9026,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.404,0.445,0.436,0.404,0.055,0.205,0,0,1060001,10600010108,Naples,5130,27.992832,0,0
3261,23314,43.63031363,-70.26394297,2,0,0,0,0,0,0,552,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3314,8233,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010402,South Portland,5220,27.992832,0,0
3262,23315,43.62541751,-70.45493472,2,0,0,0,0,0,0,100,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3315,8251,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.454,0.492,0.485,0.454,0.072,0.243,0,0,1060001,10600010401,Gorham,5090,27.992832,0,0
3263,23316,43.60740815,-70.53253924,2,0,0,0,0,0,0,248,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3316,8334,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010401,Buxton,31060,27.992832,0,0
3264,23317,43.6075554,-70.53431493,2,0,0,0,0,0,0,83,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3317,8336,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010401,Buxton,31060,27.992832,0,0
3265,23318,44.01093411,-70.67873226,2,0,0,0,0,0,0,8575,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.413307401,0,0,0,0,0,0,0,42734100,8574,1,3,0.625,0,10,0,999,71.875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010105,Bridgton,5020,117.969792,0,0
3266,23319,43.99152599,-70.46289524,2,0,0,0,0,0,0,381,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3319,8581,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.575,0.602,0.598,0.575,0.127,0.338,0,0,1060001,10600010107,Casco,5050,32.1417696,0,0
3267,23320,43.63836116,-70.44734034,2,0,0,0,0,0,0,1051,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1143517,8362,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.729,0.73,0.734,0.729,0.226,0.446,0,0,1060001,10600010401,Gorham,5090,71.50169088,0,0
3268,23321,43.66051999,-70.36148971,2,0,0,0,0,0,0,12126,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1145972,8364,3,2,0.5,0,10,0,999,50.3125,1,0,0,0,0,0,0,0,0,0,0,0.713,0.72,0.722,0.713,0.246,0.483,0,0,1060001,10600010401,Westbrook,5240,33.991296,0,0
3269,23322,43.65605347,-70.40080672,2,0,0,0,0,0,0,6275,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.413307401,0,0,0,0,0,0,0,1145973,8371,4,2,0.5,0,10,0,999,42.62093105,1,0,0,0,0,0,0,0,0,0,0,0.703,0.707,0.71,0.703,0.192,0.409,0,0,1060001,10600010401,Gorham,5090,75.44068224,0,0
3270,23323,43.94979502,-70.4629866,2,0,0,0,0,0,0,2474,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.413307401,0,0,0,0,0,0,0,1146253,8396,5,1,0.5,0,10,0,999,31,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010107,Raymond,5190,13.996416,0,0
3271,23324,43.635344,-70.3773704,2,0,0,0,0,0,0,6180,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,3324,8482,4,2,0.5,0,10,0,999,39.52747637,1,0,0,0,0,0,0,0,0,0,0,0.684,0.694,0.695,0.684,0.199,0.427,0,0,1060001,10600010402,Scarborough,5200,45.26840832,0,0
3272,23325,43.66753817,-70.3740109,2,0,0,0,0,0,0,141,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1144587,8483,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.559,0.587,0.583,0.559,0.119,0.326,0,0,1060001,10600010401,Westbrook,5240,30.992064,0,0
3273,23326,44.25625207,-69.36030914,2,0,0,0,0,0,0,38,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1143897,4705,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.589,0.614,0.611,0.589,0.134,0.348,0,0,1050003,10500030201,Washington,13180,33.991296,0,0
3274,23327,44.27659427,-69.30860484,2,0,0,0,0,0,0,360,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,1143898,4706,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.762,0.754,0.76,0.762,0.242,0.446,0,0,1050003,10500030201,Union,13150,126.967488,0,0
3275,23328,43.76439404,-70.21632285,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3328,9102,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.665,0.681,0.68,0.665,0.204,0.442,0,0,1060001,10600010602,Cumberland,5060,27.992832,0,0
3276,23329,43.61836819,-70.2104844,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3329,9131,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.652,0.669,0.668,0.652,0.192,0.427,0,0,1060001,10600010602,Cape Elizabeth,5040,27.992832,0,0
3277,23330,43.62984977,-70.49778865,2,0,0,0,0,0,0,4486,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.413307401,0,0,0,0,0,0,0,42734022,8965,3,2,0.875,0,10,0,999,42.4375,1,0,0,0,0,0,0,0,0,0,0,0.487,0.519,0.514,0.487,0.059,0.206,0,0,1060001,10600010401,Buxton,31060,79.97952,0,0
3278,23331,44.02130172,-70.68747383,2,0,0,0,0,0,0,8760,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.413307401,0,0,0,0,0,0,0,42737619,8981,1,3,0.625,0,10,0,999,71.875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010105,Bridgton,5020,63.983616,0,0
3279,23332,44.0999803,-70.65245003,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3332,8993,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010105,Harrison,5120,27.992832,0,0
3280,23333,43.6447552,-70.38744174,2,0,0,0,0,0,0,9992,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.413307401,0,0,0,0,0,0,0,42763170,8755,3,2,0.25,0,10,0,999,62.125,1,0,0,0,0,0,0,0,0,0,0,0.557,0.585,0.581,0.557,0.112,0.312,0,0,1060001,10600010402,Scarborough,5200,36.990528,0,0
3281,23334,43.57234546,-70.21242562,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3334,9137,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010602,Cape Elizabeth,5040,27.992832,0,0
3282,23335,44.18001178,-70.77122479,2,0,0,0,0,0,0,140,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3335,8815,6,1,0.5,0,10,0,999,17.96497637,1,0,0,0,0,0,0,0,0,0,0,0.767,0.767,0.77,0.767,0.338,0.569,0,0,1060001,10600010104,Waterford,17330,27.992832,0,0
3283,23336,44.17437268,-70.77354423,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3336,8816,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.541,0.572,0.567,0.541,0.113,0.317,0,0,1060001,10600010104,Waterford,17330,27.992832,0,0
3284,23337,44.16786696,-70.78104271,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3337,8819,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010104,Sweden,17310,27.992832,0,0
3285,23338,44.16399781,-70.77709833,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3338,8820,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.541,0.572,0.567,0.541,0.113,0.317,0,0,1060001,10600010104,Sweden,17310,27.992832,0,0
3286,23339,44.15934503,-70.76745465,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3339,8821,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010104,Waterford,17330,27.992832,0,0
3287,23340,44.16390823,-70.77713238,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3340,8822,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.541,0.572,0.567,0.541,0.113,0.317,0,0,1060001,10600010104,Sweden,17310,27.992832,0,0
3288,23341,44.0010062,-70.75354631,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,3341,8830,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1060001,10600010104,Denmark,17070,27.992832,0,0
